A,B,C,D,E,F
7638,216,201,372,80352,1776
7639,238,245,363,86394,1747
7640,264,251,386,101904,1874
7641,483,435,319,154077,1557
7642,305,305,294,89670,1447
7643,447,450,396,177012,1982
7644,26,17,275,7150,1331
7645,411,461,241,99051,1170
7646,109,157,204,22236,1041
7647,236,196,356,84016,1701
7648,219,239,375,82125,1901
7649,471,491,262,123402,1261
7650,349,370,243,84807,1248
7651,159,123,347,55173,1704
7652,478,437,322,153916,1646
7653,70,67,335,23450,1635
7654,69,54,205,14145,1023
7655,194,150,389,75466,1891
7656,280,290,355,99400,1795
7657,216,207,359,77544,1726
7658,369,366,215,79335,995
7659,481,525,254,122174,1257
7660,461,466,369,170109,1763
7661,203,213,372,75516,1769
7662,132,146,353,46596,1663
7663,257,306,354,90978,1705
7664,348,376,317,110316,1623
7665,265,271,207,54855,1072
7666,282,257,394,111108,1862
7667,225,214,397,89325,1889
7668,61,58,317,19337,1474
7669,345,358,391,134895,1861
7670,304,302,214,65056,1101
7671,348,384,377,131196,1802
7672,464,438,206,95584,989
7673,348,350,397,138156,1881
7674,147,98,229,33663,1170
7675,497,546,345,171465,1713
7676,455,427,282,128310,1391
7677,227,182,389,88303,1905
7678,449,419,300,134700,1468
7679,486,496,258,125388,1252
7680,27,50,338,9126,1697
7681,199,245,254,50546,1219
7682,456,498,250,114000,1130
7683,396,346,345,136620,1710
7684,453,414,262,118686,1287
7685,406,423,396,160776,1944
7686,459,473,225,103275,1164
7687,185,168,349,64565,1631
7688,205,187,243,49815,1174
7689,43,50,318,13674,1485
7690,17,-29,375,6375,1770
7691,348,384,266,92568,1262
7692,290,264,279,80910,1368
7693,94,119,207,19458,972
7694,354,365,225,79650,1044
7695,184,155,281,51704,1425
7696,452,476,325,146900,1510
7697,10,58,259,2590,1306
7698,398,392,392,156016,1957
7699,487,510,321,156327,1555
7700,147,101,342,50274,1620
7701,1,-22,376,376,1826
7702,247,197,388,95836,1889
7703,28,31,231,6468,1098
7704,199,223,245,48755,1151
7705,404,440,343,138572,1659
7706,273,315,214,58422,971
7707,44,61,390,17160,1909
7708,109,116,351,38259,1661
7709,210,242,217,45570,1008
7710,206,188,259,53354,1211
7711,368,356,250,92000,1271
7712,222,183,246,54612,1182
7713,51,25,272,13872,1399
7714,332,300,312,103584,1446
7715,207,163,302,62514,1434
7716,436,450,233,101588,1101
7717,140,186,275,38500,1338
7718,250,242,324,81000,1526
7719,1,15,245,245,1128
7720,240,233,331,79440,1564
7721,232,209,236,54752,1145
7722,194,163,341,66154,1733
7723,353,327,260,91780,1209
7724,165,121,205,33825,973
7725,499,494,228,113772,1062
7726,59,61,244,14396,1205
7727,126,104,357,44982,1755
7728,184,178,243,44712,1112
7729,469,442,344,161336,1743
7730,170,154,210,35700,988
7731,19,34,210,3990,1029
7732,94,123,252,23688,1267
7733,318,277,387,123066,1959
7734,372,322,263,97836,1310
7735,194,239,235,45590,1057
7736,338,384,302,102076,1451
7737,189,203,268,50652,1359
7738,444,430,393,174492,1919
7739,494,453,297,146718,1524
7740,122,135,355,43310,1800
7741,324,293,382,123768,1844
7742,43,82,204,8772,906
7743,320,293,331,105920,1576
7744,340,304,396,134640,1925
7745,257,276,238,61166,1216
7746,478,508,292,139576,1421
7747,372,338,213,79236,945
7748,188,219,245,46060,1148
7749,184,176,264,48576,1272
7750,229,214,352,80608,1763
7751,34,22,260,8840,1338
7752,287,291,352,101024,1798
7753,386,366,206,79516,1009
7754,482,435,297,143154,1397
7755,447,441,279,124713,1393
7756,310,274,282,87420,1414
7757,169,131,318,53742,1520
7758,110,118,227,24970,1084
7759,68,81,336,22848,1588
7760,410,446,266,109060,1245
7761,115,88,297,34155,1448
7762,425,387,215,91375,1025
7763,471,505,352,165792,1744
7764,284,237,261,74124,1224
7765,433,448,399,172767,2027
7766,55,47,208,11440,974
7767,156,107,359,56004,1786
7768,72,64,251,18072,1266
7769,11,-15,280,3080,1310
7770,268,224,387,103716,1848
7771,227,260,214,48578,1103
7772,24,26,383,9192,1863
7773,83,93,304,25232,1434
7774,429,402,380,163020,1894
7775,188,199,265,49820,1346
7776,235,201,315,74025,1611
7777,408,441,295,120360,1378
7778,253,254,283,71599,1322
7779,432,395,236,101952,1201
7780,169,144,207,34983,1024
7781,335,345,345,115575,1714
7782,373,350,322,120106,1633
7783,318,351,254,80772,1293
7784,73,91,348,25404,1708
7785,208,252,309,64272,1478
7786,304,283,372,113088,1811
7787,360,329,284,102240,1438
7788,450,426,361,162450,1827
7789,107,57,256,27392,1169
7790,7,7,384,2688,1862
7791,350,391,292,102200,1468
7792,289,277,373,107797,1873
7793,9,-28,238,2142,1178
7794,399,420,368,146832,1791
7795,213,208,307,65391,1560
7796,401,369,309,123909,1520
7797,286,328,387,110682,1913
7798,233,220,269,62677,1377
7799,450,472,251,112950,1182
7800,89,90,325,28925,1579
7801,163,175,238,38794,1085
7802,84,51,388,32592,1847
7803,288,316,247,71136,1188
7804,1,4,311,311,1505
7805,360,384,332,119520,1674
7806,226,256,207,46782,1039
7807,117,93,256,29952,1296
7808,394,403,240,94560,1210
7809,39,6,201,7839,985
7810,451,410,319,143869,1617
7811,233,265,265,61745,1317
7812,136,163,274,37264,1272
7813,135,177,379,51165,1783
7814,356,399,359,127804,1737
7815,211,211,254,53594,1306
7816,34,17,298,10132,1476
7817,66,107,239,15774,1132
7818,409,407,325,132925,1530
7819,167,176,237,39579,1136
7820,15,35,360,5400,1786
7821,457,448,349,159493,1719
7822,214,199,356,76184,1798
7823,192,212,371,71232,1819
7824,217,186,373,80941,1796
7825,407,377,274,111518,1288
7826,163,158,336,54768,1595
7827,240,286,272,65280,1397
7828,490,463,335,164150,1566
7829,133,136,373,49609,1886
7830,413,368,388,160244,1903
7831,231,214,333,76923,1640
7832,487,513,215,104705,1026
7833,88,108,339,29832,1666
7834,261,255,290,75690,1356
7835,252,302,335,84420,1633
7836,231,259,303,69993,1460
7837,483,507,320,154560,1487
7838,22,16,333,7326,1640
7839,41,24,324,13284,1613
7840,109,140,306,33354,1414
7841,394,437,318,125292,1621
7842,301,339,228,68628,1028
7843,85,130,351,29835,1652
7844,494,535,237,117078,1195
7845,223,264,399,88977,1960
7846,484,521,242,117128,1208
7847,379,403,221,83759,1028
7848,341,306,340,115940,1736
7849,227,219,383,86941,1947
7850,146,147,376,54896,1840
7851,176,210,245,43120,1115
7852,73,44,349,25477,1659
7853,192,206,230,44160,1166
7854,3,53,258,774,1325
7855,122,82,317,38674,1576
7856,491,466,385,189035,1821
7857,192,152,252,48384,1166
7858,462,456,227,104874,1044
7859,484,454,290,140360,1488
7860,54,41,298,16092,1384
7861,477,441,399,190323,1926
7862,408,398,259,105672,1237
7863,161,182,399,64239,1955
7864,248,293,336,83328,1633
7865,453,491,341,154473,1607
7866,165,146,243,40095,1167
7867,15,10,217,3255,1074
7868,72,59,211,15192,1079
7869,18,-14,282,5076,1365
7870,411,439,227,93297,1025
7871,288,323,250,72000,1190
7872,205,248,372,76260,1825
7873,247,267,203,50141,937
7874,487,521,373,181651,1831
7875,138,99,213,29394,1031
7876,44,93,231,10164,1125
7877,454,452,311,141194,1584
7878,298,280,212,63176,1088
7879,223,237,378,84294,1848
7880,224,238,358,80192,1680
7881,138,146,208,28704,982
7882,498,537,332,165336,1581
7883,293,341,315,92295,1476
7884,463,480,229,106027,1045
7885,346,326,209,72314,1054
7886,38,49,362,13756,1798
7887,237,267,371,87927,1745
7888,436,436,345,150420,1651
7889,489,510,235,114915,1056
7890,137,138,398,54526,1917
7891,10,34,253,2530,1244
7892,87,68,339,29493,1674
7893,8,10,269,2152,1355
7894,268,242,348,93264,1722
7895,271,227,245,66395,1169
7896,320,313,212,67840,981
7897,411,459,339,139329,1651
7898,123,156,258,31734,1176
7899,351,323,345,121095,1751
7900,95,139,292,27740,1392
7901,409,412,250,102250,1174
7902,390,403,275,107250,1410
7903,452,402,340,153680,1597
7904,180,198,367,66060,1789
7905,351,346,288,101088,1385
7906,322,325,290,93380,1363
7907,110,156,271,29810,1353
7908,80,45,315,25200,1512
7909,110,89,238,26180,1191
7910,469,442,273,128037,1252
7911,446,444,322,143612,1650
7912,110,158,340,37400,1667
7913,279,274,313,87327,1556
7914,281,312,319,89639,1602
7915,274,287,307,84118,1530
7916,200,242,200,40000,1010
7917,420,408,329,138180,1680
7918,394,409,289,113866,1485
7919,311,349,379,117869,1916
7920,96,54,340,32640,1705
7921,57,22,260,14820,1294
7922,329,376,399,131271,1894
7923,356,347,300,106800,1390
7924,112,67,321,35952,1574
7925,17,35,303,5151,1507
7926,354,397,394,139476,1976
7927,492,494,305,150060,1439
7928,135,149,209,28215,963
7929,397,437,371,147287,1802
7930,499,467,208,103792,1000
7931,310,327,280,86800,1425
7932,107,141,203,21721,1019
7933,496,539,373,185008,1778
7934,243,248,247,60021,1185
7935,486,440,264,128304,1225
7936,293,247,270,79110,1289
7937,499,545,334,166666,1691
7938,41,15,239,9799,1095
7939,285,335,346,98610,1632
7940,44,26,343,15092,1662
7941,253,289,364,92092,1803
7942,159,170,247,39273,1182
7943,235,278,208,48880,945
7944,409,435,390,159510,1869
7945,198,207,366,72468,1750
7946,2,49,362,724,1846
7947,349,332,380,132620,1884
7948,167,160,297,49599,1368
7949,474,484,255,120870,1160
7950,298,341,360,107280,1763
7951,42,72,305,12810,1492
7952,144,109,231,33264,1077
7953,4,-17,379,1516,1884
7954,143,113,383,54769,1850
7955,261,243,352,91872,1690
7956,308,306,245,75460,1131
7957,377,363,343,129311,1603
7958,299,264,242,72358,1185
7959,42,50,385,16170,1807
7960,261,223,308,80388,1497
7961,92,47,360,33120,1756
7962,64,19,391,25024,1887
7963,328,341,369,121032,1789
7964,365,350,294,107310,1360
7965,83,88,350,29050,1674
7966,179,133,271,48509,1374
7967,100,83,244,24400,1118
7968,482,501,264,127248,1260
7969,436,464,280,122080,1320
7970,441,470,251,110691,1195
7971,86,111,259,22274,1212
7972,269,269,356,95764,1662
7973,147,163,335,49245,1635
7974,23,35,228,5244,1103
7975,205,232,286,58630,1361
7976,442,463,351,155142,1682
7977,27,17,258,6966,1184
7978,491,464,317,155647,1582
7979,11,-36,384,4224,1903
7980,204,224,253,51612,1244
7981,192,230,371,71232,1831
7982,461,418,296,136456,1493
7983,493,529,300,147900,1518
7984,115,88,365,41975,1722
7985,178,134,364,64792,1754
7986,187,237,301,56287,1426
7987,483,463,400,193200,1915
7988,238,251,371,88298,1848
7989,341,356,375,127875,1867
7990,465,508,212,98580,1087
7991,216,228,389,84024,1888
7992,30,48,343,10290,1654
7993,280,247,234,65520,1111
7994,350,374,347,121450,1683
7995,292,323,240,70080,1195
7996,323,342,294,94962,1506
7997,391,342,236,92276,1105
7998,35,8,286,10010,1397
7999,223,272,275,61325,1288
8000,334,298,305,101870,1427
8001,357,318,381,136017,1915
8002,344,367,256,88064,1287
8003,30,45,336,10080,1564
8004,468,463,246,115128,1174
8005,6,45,338,2028,1702
8006,441,391,329,145089,1626
8007,476,488,344,163744,1618
8008,434,419,253,109802,1285
8009,247,284,376,92872,1856
8010,178,153,389,69242,1908
8011,264,272,324,85536,1601
8012,436,444,281,122516,1364
8013,420,373,261,109620,1272
8014,25,0,286,7150,1455
8015,254,261,374,94996,1803
8016,223,185,392,87416,1962
8017,252,227,246,61992,1148
8018,165,180,399,65835,2031
8019,247,221,323,79781,1597
8020,387,412,369,142803,1733
8021,226,210,293,66218,1452
8022,266,287,364,96824,1739
8023,249,272,398,99102,1950
8024,264,288,265,69960,1229
8025,345,385,346,119370,1662
8026,237,244,323,76551,1607
8027,93,104,389,36177,1963
8028,470,436,392,184240,1878
8029,352,309,360,126720,1711
8030,467,482,378,176526,1863
8031,144,165,372,53568,1856
8032,316,281,240,75840,1221
8033,157,176,275,43175,1379
8034,92,67,393,36156,1850
8035,174,159,339,58986,1593
8036,187,178,353,66011,1672
8037,358,338,385,137830,1833
8038,398,446,262,104276,1332
8039,28,-18,223,6244,1141
8040,192,241,307,58944,1512
8041,227,193,368,83536,1774
8042,5,-5,248,1240,1260
8043,102,117,392,39984,1960
8044,387,418,261,101007,1200
8045,288,336,328,94464,1523
8046,458,427,231,105798,1137
8047,133,113,324,43092,1630
8048,480,502,238,114240,1198
8049,439,458,340,149260,1738
8050,161,177,310,49910,1503
8051,404,416,355,143420,1727
8052,435,442,314,136590,1476
8053,419,461,374,156706,1764
8054,251,206,364,91364,1712
8055,239,209,249,59511,1255
8056,413,392,305,125965,1429
8057,302,326,367,110834,1771
8058,323,284,328,105944,1619
8059,318,276,381,121158,1813
8060,278,316,295,82010,1404
8061,468,494,373,174564,1873
8062,438,418,337,147606,1584
8063,22,9,201,4422,1033
8064,403,433,280,112840,1420
8065,121,125,349,42229,1680
8066,496,522,341,169136,1660
8067,487,522,245,119315,1119
8068,353,378,273,96369,1366
8069,463,464,374,173162,1787
8070,435,415,241,104835,1175
8071,103,99,399,41097,1951
8072,464,424,357,165648,1825
8073,132,94,258,34056,1317
8074,98,84,231,22638,1140
8075,203,204,300,60900,1474
8076,352,370,261,91872,1228
8077,362,364,382,138284,1932
8078,261,275,250,65250,1177
8079,272,293,320,87040,1627
8080,356,325,339,120684,1615
8081,61,18,397,24217,1956
8082,128,113,287,36736,1332
8083,284,249,288,81792,1388
8084,150,129,366,54900,1735
8085,241,237,277,66757,1344
8086,85,106,298,25330,1489
8087,371,376,320,118720,1568
8088,353,340,337,118961,1690
8089,53,67,289,15317,1432
8090,76,119,291,22116,1388
8091,296,326,223,66008,1021
8092,334,373,270,90180,1375
8093,140,188,279,39060,1419
8094,184,173,259,47656,1299
8095,10,-27,267,2670,1241
8096,296,275,376,111296,1917
8097,298,252,219,65262,1126
8098,183,200,365,66795,1729
8099,392,389,314,123088,1462
8100,382,349,373,142486,1750
8101,485,478,313,151805,1541
8102,71,109,212,15052,973
8103,21,4,312,6552,1525
8104,260,308,321,83460,1607
8105,459,474,288,132192,1369
8106,55,44,355,19525,1781
8107,496,475,343,170128,1654
8108,5,42,319,1595,1520
8109,57,93,331,18867,1540
8110,41,85,225,9225,1106
8111,304,268,328,99712,1553
8112,496,523,373,185008,1878
8113,178,165,381,67818,1831
8114,375,403,324,121500,1574
8115,274,294,361,98914,1733
8116,439,412,320,140480,1561
8117,318,346,396,125928,2019
8118,478,480,272,130016,1377
8119,105,133,398,41790,1907
8120,331,284,295,97645,1426
8121,351,331,400,140400,1930
8122,308,316,288,88704,1462
8123,234,244,226,52884,1148
8124,433,407,312,135096,1470
8125,98,116,303,29694,1552
8126,175,148,237,41475,1163
8127,237,274,337,79869,1664
8128,73,80,300,21900,1488
8129,12,-1,331,3972,1590
8130,212,253,377,79924,1858
8131,411,454,301,123711,1507
8132,483,468,288,139104,1428
8133,328,288,240,78720,1233
8134,365,320,209,76285,994
8135,150,128,265,39750,1361
8136,211,162,223,47053,1018
8137,426,412,369,157194,1834
8138,6,26,264,1584,1246
8139,137,136,228,31236,1083
8140,110,136,249,27390,1189
8141,198,173,376,74448,1846
8142,106,131,290,30740,1369
8143,29,45,364,10556,1785
8144,431,476,368,158608,1823
8145,432,383,295,127440,1392
8146,493,542,233,114869,1066
8147,166,143,273,45318,1316
8148,118,162,228,26904,1152
8149,378,380,259,97902,1218
8150,387,417,378,146286,1798
8151,186,202,229,42594,1138
8152,473,452,333,157509,1549
8153,194,156,259,50246,1315
8154,329,354,312,102648,1510
8155,74,47,383,28342,1839
8156,409,380,376,153784,1810
8157,250,275,294,73500,1360
8158,88,119,278,24464,1286
8159,47,92,231,10857,1167
8160,22,46,354,7788,1695
8161,320,311,392,125440,1955
8162,305,334,340,103700,1685
8163,58,40,215,12470,985
8164,145,145,272,39440,1368
8165,249,227,256,63744,1283
8166,114,73,218,24852,1089
8167,442,405,263,116246,1337
8168,202,230,381,76962,1853
8169,5,25,313,1565,1551
8170,404,408,210,84840,1027
8171,335,306,267,89445,1363
8172,164,142,278,45592,1387
8173,301,287,339,102039,1600
8174,361,361,399,144039,1905
8175,450,452,218,98100,1066
8176,343,361,374,128282,1857
8177,64,61,367,23488,1826
8178,405,396,379,153495,1802
8179,101,131,216,21816,1067
8180,206,172,281,57886,1369
8181,372,359,388,144336,1969
8182,340,388,219,74460,1027
8183,294,332,306,89964,1495
8184,75,59,356,26700,1677
8185,181,226,201,36381,890
8186,6,-16,387,2322,1836
8187,49,78,205,10045,1037
8188,164,126,259,42476,1253
8189,421,408,375,157875,1848
8190,260,281,365,94900,1806
8191,442,439,241,106522,1168
8192,496,497,313,155248,1479
8193,58,10,300,17400,1521
8194,362,364,368,133216,1733
8195,34,39,382,12988,1846
8196,147,194,281,41307,1318
8197,339,350,339,114921,1662
8198,133,131,296,39368,1453
8199,205,171,329,67445,1611
8200,76,77,308,23408,1502
8201,75,78,315,23625,1475
8202,476,473,291,138516,1395
8203,89,137,321,28569,1590
8204,86,36,211,18146,985
8205,218,235,340,74120,1595
8206,332,344,299,99268,1475
8207,276,292,305,84180,1545
8208,21,-14,327,6867,1549
8209,2,-43,264,528,1317
8210,485,448,383,185755,1940
8211,442,433,373,164866,1839
8212,247,236,308,76076,1569
8213,281,322,268,75308,1292
8214,193,215,271,52303,1267
8215,12,-20,367,4404,1720
8216,121,147,317,38357,1555
8217,308,334,305,93940,1497
8218,15,10,361,5415,1700
8219,231,210,244,56364,1246
8220,163,183,255,41565,1272
8221,119,116,392,46648,1904
8222,201,178,389,78189,1919
8223,54,67,285,15390,1328
8224,41,59,272,11152,1388
8225,227,208,383,86941,1874
8226,412,392,208,85696,999
8227,1,22,207,207,997
8228,115,110,254,29210,1257
8229,91,73,352,32032,1685
8230,211,225,350,73850,1706
8231,414,413,364,150696,1836
8232,499,546,221,110279,1076
8233,129,170,346,44634,1754
8234,204,244,271,55284,1267
8235,77,80,368,28336,1787
8236,122,154,245,29890,1236
8237,16,11,203,3248,1024
8238,105,82,235,24675,1112
8239,451,451,313,141163,1580
8240,75,120,205,15375,1034
8241,367,343,330,121110,1585
8242,467,507,364,169988,1809
8243,112,150,284,31808,1398
8244,9,-1,262,2358,1216
8245,51,3,283,14433,1350
8246,110,136,312,34320,1554
8247,240,210,294,70560,1403
8248,260,280,251,65260,1186
8249,119,86,390,46410,1944
8250,145,139,243,35235,1125
8251,402,373,314,126228,1581
8252,156,192,310,48360,1460
8253,158,195,373,58934,1866
8254,195,157,352,68640,1725
8255,203,156,371,75313,1804
8256,284,265,340,96560,1641
8257,174,167,346,60204,1721
8258,20,-7,302,6040,1407
8259,395,412,350,138250,1729
8260,235,247,378,88830,1842
8261,323,324,229,73967,1122
8262,317,277,276,87492,1342
8263,213,218,248,52824,1143
8264,363,329,341,123783,1632
8265,209,163,386,80674,1881
8266,23,41,288,6624,1446
8267,238,233,311,74018,1558
8268,339,335,310,105090,1506
8269,370,379,302,111740,1407
8270,194,214,242,46948,1104
8271,414,451,360,149040,1699
8272,442,463,242,106964,1201
8273,363,397,339,123057,1661
8274,331,354,242,80102,1218
8275,45,0,302,13590,1532
8276,496,525,282,139872,1405
8277,95,120,350,33250,1670
8278,211,162,203,42833,984
8279,184,178,329,60536,1599
8280,127,110,368,46736,1847
8281,271,241,361,97831,1777
8282,311,314,254,78994,1205
8283,472,453,248,117056,1260
8284,235,193,306,71910,1515
8285,116,112,395,45820,1910
8286,437,446,204,89148,974
8287,336,307,332,111552,1562
8288,410,453,280,114800,1280
8289,90,101,360,32400,1787
8290,200,235,341,68200,1610
8291,226,214,269,60794,1380
8292,66,36,254,16764,1297
8293,153,202,381,58293,1869
8294,449,499,360,161640,1806
8295,309,279,296,91464,1489
8296,179,168,386,69094,1945
8297,125,158,227,28375,1060
8298,227,252,251,56977,1252
8299,23,45,351,8073,1779
8300,220,191,255,56100,1183
8301,229,241,255,58395,1235
8302,363,348,248,90024,1129
8303,321,279,400,128400,1896
8304,87,73,296,25752,1483
8305,314,288,349,109586,1685
8306,249,200,240,59760,1157
8307,384,392,311,119424,1465
8308,84,106,366,30744,1735
8309,92,129,325,29900,1558
8310,387,433,213,82431,1013
8311,490,475,313,153370,1455
8312,200,184,218,43600,1018
8313,84,75,276,23184,1373
8314,239,239,297,70983,1473
8315,441,411,262,115542,1289
8316,81,123,228,18468,1037
8317,481,490,268,128908,1366
8318,79,30,298,23542,1510
8319,303,331,355,107565,1707
8320,34,68,275,9350,1257
8321,472,498,389,183608,1856
8322,53,67,238,12614,1159
8323,254,207,389,98806,1960
8324,341,329,322,109802,1623
8325,253,299,377,95381,1773
8326,241,218,258,62178,1241
8327,112,147,375,42000,1875
8328,379,367,368,139472,1765
8329,357,349,360,128520,1750
8330,277,261,399,110523,1886
8331,388,403,331,128428,1624
8332,286,256,257,73502,1269
8333,396,430,335,132660,1627
8334,192,178,338,64896,1610
8335,333,315,383,127539,1808
8336,405,385,300,121500,1413
8337,149,189,236,35164,1091
8338,450,495,320,144000,1594
8339,102,68,222,22644,1011
8340,395,362,324,127980,1512
8341,302,257,282,85164,1412
8342,193,201,240,46320,1119
8343,171,176,347,59337,1738
8344,127,100,247,31369,1127
8345,293,265,285,83505,1328
8346,337,287,394,132778,1986
8347,48,56,202,9696,934
8348,110,76,325,35750,1581
8349,269,295,328,88232,1594
8350,488,515,240,117120,1117
8351,73,102,383,27959,1820
8352,158,123,205,32390,1007
8353,158,133,260,41080,1181
8354,466,475,299,139334,1527
8355,132,121,318,41976,1623
8356,316,300,357,112812,1760
8357,299,345,272,81328,1323
8358,165,122,306,50490,1528
8359,152,153,294,44688,1360
8360,154,134,337,51898,1571
8361,216,216,313,67608,1540
8362,293,301,384,112512,1907
8363,500,545,290,145000,1392
8364,61,14,257,15677,1191
8365,499,449,223,111277,1003
8366,443,488,206,91258,1034
8367,124,75,295,36580,1398
8368,31,71,326,10106,1602
8369,110,115,243,26730,1239
8370,153,171,358,54774,1698
8371,362,393,371,134302,1824
8372,331,343,355,117505,1799
8373,94,55,355,33370,1713
8374,341,369,271,92411,1359
8375,391,380,266,104006,1267
8376,65,91,399,25935,1934
8377,208,180,363,75504,1733
8378,145,135,249,36105,1271
8379,57,19,305,17385,1537
8380,257,241,281,72217,1416
8381,456,504,361,164616,1761
8382,63,18,261,16443,1315
8383,435,408,394,171390,1883
8384,213,224,343,73059,1737
8385,73,29,378,27594,1835
8386,322,339,392,126224,1860
8387,445,489,393,174885,1880
8388,416,443,250,104000,1160
8389,291,324,287,83517,1447
8390,321,294,213,68373,1039
8391,101,92,280,28280,1355
8392,255,264,217,55335,1124
8393,365,351,220,80300,1105
8394,150,148,272,40800,1287
8395,74,50,384,28416,1813
8396,201,192,274,55074,1338
8397,170,125,224,38080,1026
8398,471,449,394,185574,1854
8399,272,266,305,82960,1548
8400,281,248,219,61539,1061
8401,141,191,368,51888,1860
8402,290,295,373,108170,1829
8403,304,346,265,80560,1294
8404,407,374,290,118030,1481
8405,161,145,255,41055,1269
8406,304,320,254,77216,1243
8407,492,448,249,122508,1282
8408,448,465,277,124096,1410
8409,74,89,256,18944,1314
8410,114,124,304,34656,1448
8411,208,215,284,59072,1348
8412,243,253,375,91125,1853
8413,252,269,294,74088,1487
8414,352,374,210,73920,1048
8415,27,-4,393,10611,1882
8416,483,481,309,149247,1540
8417,474,480,400,189600,1958
8418,460,421,284,130640,1345
8419,465,442,224,104160,1035
8420,259,229,369,95571,1799
8421,423,398,356,150588,1693
8422,174,178,234,40716,1171
8423,170,163,222,37740,1124
8424,435,428,287,124845,1386
8425,209,234,273,57057,1248
8426,195,204,291,56745,1446
8427,155,186,348,53940,1730
8428,200,198,302,60400,1434
8429,30,56,297,8910,1519
8430,291,308,266,77406,1229
8431,14,13,220,3080,1123
8432,298,294,397,118306,1905
8433,140,187,234,32760,1074
8434,264,244,358,94512,1783
8435,29,58,361,10469,1696
8436,100,71,380,38000,1909
8437,75,52,326,24450,1611
8438,120,141,361,43320,1785
8439,137,113,283,38771,1383
8440,214,197,212,45368,1075
8441,184,140,289,53176,1458
8442,98,49,376,36848,1890
8443,58,72,345,20010,1726
8444,227,221,394,89438,1874
8445,145,96,288,41760,1452
8446,12,-21,302,3624,1540
8447,431,447,246,106026,1163
8448,499,519,386,192614,1820
8449,373,336,253,94369,1231
8450,264,238,248,65472,1256
8451,150,110,357,53550,1685
8452,94,109,366,34404,1841
8453,216,249,233,50328,1199
8454,62,42,279,17298,1308
8455,258,295,274,70692,1392
8456,424,425,343,145432,1598
8457,131,83,369,48339,1807
8458,315,282,318,100170,1617
8459,256,300,209,53504,938
8460,276,298,275,75900,1275
8461,350,312,328,114800,1528
8462,188,170,284,53392,1354
8463,282,324,334,94188,1690
8464,91,132,398,36218,1956
8465,347,369,221,76687,1097
8466,135,142,303,40905,1504
8467,481,469,243,116883,1110
8468,156,137,279,43524,1279
8469,172,207,372,63984,1774
8470,34,30,358,12172,1794
8471,30,-20,304,9120,1535
8472,453,457,310,140430,1521
8473,454,503,291,132114,1378
8474,257,211,318,81726,1558
8475,135,118,304,41040,1551
8476,459,499,243,111537,1180
8477,471,444,233,109743,1118
8478,437,465,255,111435,1195
8479,88,42,233,20504,1154
8480,32,8,360,11520,1695
8481,80,106,277,22160,1280
8482,326,309,298,97148,1418
8483,370,401,352,130240,1721
8484,190,215,376,71440,1841
8485,352,392,283,99616,1451
8486,424,430,318,134832,1586
8487,355,322,204,72420,935
8488,359,383,270,96930,1280
8489,198,233,277,54846,1266
8490,301,272,224,67424,1006
8491,438,433,387,169506,1853
8492,43,15,337,14491,1699
8493,258,272,376,97008,1899
8494,478,446,237,113286,1101
8495,349,310,321,112029,1525
8496,54,87,250,13500,1207
8497,362,353,217,78554,982
8498,130,137,391,50830,1913
8499,110,61,328,36080,1598
8500,494,512,307,151658,1476
8501,256,274,242,61952,1137
8502,341,380,239,81499,1192
8503,155,162,314,48670,1515
8504,210,258,309,64890,1555
8505,436,414,385,167860,1960
8506,287,270,213,61131,1006
8507,42,80,385,16170,1948
8508,204,172,229,46716,1071
8509,348,338,217,75516,1027
8510,417,459,309,128853,1474
8511,466,507,266,123956,1315
8512,22,8,205,4510,992
8513,399,408,247,98553,1120
8514,30,23,326,9780,1593
8515,445,467,266,118370,1285
8516,141,174,336,47376,1680
8517,58,40,242,14036,1134
8518,259,232,328,84952,1621
8519,152,190,225,34200,1163
8520,490,496,375,183750,1800
8521,400,406,310,124000,1472
8522,116,117,250,29000,1203
8523,456,444,236,107616,1069
8524,23,23,348,8004,1734
8525,13,-22,338,4394,1657
8526,116,102,200,23200,1036
8527,225,261,271,60975,1365
8528,294,277,372,109368,1813
8529,334,350,381,127254,1913
8530,326,357,322,104972,1491
8531,327,309,379,123933,1863
8532,495,513,346,171270,1647
8533,474,426,235,111390,1125
8534,132,178,342,45144,1609
8535,382,410,337,128734,1692
8536,363,323,400,145200,1895
8537,57,106,225,12825,1150
8538,229,274,276,63204,1407
8539,82,83,350,28700,1707
8540,148,182,343,50764,1684
8541,101,67,360,36360,1681
8542,73,91,210,15330,970
8543,287,270,214,61418,1056
8544,171,217,256,43776,1160
8545,149,169,321,47829,1495
8546,310,314,363,112530,1725
8547,53,80,299,15847,1425
8548,406,442,285,115710,1307
8549,96,102,208,19968,963
8550,446,469,337,150302,1638
8551,338,289,370,125060,1735
8552,412,383,321,132252,1564
8553,495,506,315,155925,1484
8554,227,242,359,81493,1682
8555,307,287,400,122800,2019
8556,323,284,335,108205,1644
8557,36,0,271,9756,1275
8558,302,315,322,97244,1519
8559,253,245,255,64515,1256
8560,481,503,358,172198,1729
8561,242,289,381,92202,1801
8562,6,-28,274,1644,1291
8563,234,255,260,60840,1191
8564,140,106,348,48720,1751
8565,439,424,399,175161,2030
8566,408,370,254,103632,1163
8567,185,155,232,42920,1124
8568,149,113,275,40975,1300
8569,482,441,208,100256,959
8570,385,342,230,88550,1124
